FL_DATE,DEP_HOUR,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,DEP_Date,DEP_Time,CRS_DEP_Date,CRS_DEP_TIME,TAXI_OUT,DEP_DELAY,AIR_TIME,CANCELLED,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,ACTIVE_WEATHER
2/3/2022,16,9E,4829,N293PQ,JFK,RDU,2/3/2022,16:45:00,2/3/2022,16:55:00,23,-10,75,0,2013,Bombardier,CRJ9,1
2/3/2022,8,9E,4873,N300PQ,JFK,RDU,2/3/2022,8:10:00,2/3/2022,8:15:00,29,-5,71,0,2013,Bombardier,CRJ9,1
2/3/2022,11,9E,5113,N146PQ,JFK,RDU,2/3/2022,11:37:00,2/3/2022,11:42:00,40,-5,70,0,2007,Bombardier,CRJ9,1
2/3/2022,20,9E,5247,N337PQ,JFK,RDU,2/3/2022,20:40:00,2/3/2022,19:20:00,23,80,73,0,2014,Bombardier,CRJ9,1
2/3/2022,13,YX,5619,N216JQ,JFK,RDU,2/3/2022,13:42:00,2/3/2022,13:35:00,21,7,76,0,2009,Embraer,E75L,1
2/3/2022,19,DL,655,N342NB,JFK,AUS,2/3/2022,19:06:00,2/3/2022,18:39:00,26,27,238,0,2002,Airbus,A319,1
2/3/2022,0,DL,659,N342NB,JFK,AUS,2/3/2022,0:00:00,2/3/2022,8:30:00,0,0,0,2,2002,Airbus,A319,1
2/4/2022,0,AA,2772,N976AN,JFK,AUS,2/4/2022,0:00:00,2/4/2022,17:29:00,0,0,0,2,2001,Boeing,B738,1
2/4/2022,8,AA,2813,N946NN,JFK,AUS,2/4/2022,8:21:00,2/4/2022,8:25:00,53,-4,255,0,2014,Boeing,B738,1
2/4/2022,14,YX,4503,N448YX,JFK,RDU,2/4/2022,14:28:00,2/4/2022,14:30:00,25,-2,83,0,2020,Embraer,E75L,1
2/4/2022,16,YX,4540,N435YX,JFK,RDU,2/4/2022,16:45:00,2/4/2022,16:45:00,39,0,85,0,2014,Embraer,E75L,1
2/4/2022,12,YX,4628,N420YX,JFK,RDU,2/4/2022,12:52:00,2/4/2022,13:00:00,18,-8,77,0,2014,Embraer,E75L,1
2/4/2022,0,B6,1185,N796JB,JFK,RDU,2/4/2022,0:00:00,2/4/2022,17:29:00,0,0,0,2,2012,Airbus,A320,1
2/4/2022,20,B6,1295,N568JB,JFK,AUS,2/4/2022,20:38:00,2/4/2022,20:40:00,96,-2,226,0,2003,Airbus,A320,2
2/4/2022,13,B6,285,N306JB,JFK,RDU,2/4/2022,13:25:00,2/4/2022,12:20:00,11,65,77,0,2009,Embraer,E190,1
2/4/2022,0,B6,295,N789JB,JFK,AUS,2/4/2022,0:00:00,2/4/2022,13:44:00,0,0,0,2,2011,Airbus,A320,1
2/4/2022,23,B6,385,N281JB,JFK,RDU,2/4/2022,23:40:00,2/4/2022,20:40:00,35,180,86,0,2007,Embraer,E190,2
2/4/2022,5,B6,585,N505JB,JFK,RDU,2/4/2022,5:52:00,2/4/2022,6:00:00,20,-8,77,0,2000,Airbus,A320,1
2/4/2022,0,B6,97,N948JB,JFK,DEN,2/4/2022,0:00:00,2/4/2022,20:00:00,0,0,0,2,2015,Airbus,A321,1
2/4/2022,20,DL,1077,N847DN,JFK,DEN,2/4/2022,20:04:00,2/4/2022,19:59:00,69,5,225,0,2015,Boeing,B739,2
2/4/2022,8,DL,1170,N705TW,JFK,DEN,2/4/2022,8:03:00,2/4/2022,8:05:00,47,-2,237,0,1997,Boeing,B752,1
2/4/2022,13,DL,1175,N318NB,JFK,AUS,2/4/2022,13:52:00,2/4/2022,13:05:00,14,47,253,0,2000,Airbus,A319,1
2/4/2022,16,9E,4829,N314PQ,JFK,RDU,2/4/2022,16:50:00,2/4/2022,16:55:00,38,-5,84,0,2014,Bombardier,CRJ9,1
2/4/2022,8,9E,4873,N538CA,JFK,RDU,2/4/2022,8:11:00,2/4/2022,8:15:00,74,-4,77,0,2008,Bombardier,CRJ9,1
2/4/2022,11,9E,5113,N272PQ,JFK,RDU,2/4/2022,11:41:00,2/4/2022,11:42:00,20,-1,80,0,2013,Bombardier,CRJ9,0
2/4/2022,0,9E,5247,N310PQ,JFK,RDU,2/4/2022,0:00:00,2/4/2022,19:20:00,0,0,0,2,2014,Bombardier,CRJ9,1
2/4/2022,13,YX,5619,N222JQ,JFK,RDU,2/4/2022,13:33:00,2/4/2022,13:35:00,27,-2,85,0,2007,Embraer,E75L,1
2/4/2022,18,DL,655,N360NB,JFK,AUS,2/4/2022,18:58:00,2/4/2022,18:39:00,45,19,249,0,2003,Airbus,A319,1
2/4/2022,8,DL,659,N360NB,JFK,AUS,2/4/2022,8:28:00,2/4/2022,8:30:00,50,-2,245,0,2003,Airbus,A319,1
2/5/2022,20,AA,2772,N944NN,JFK,AUS,2/5/2022,20:12:00,2/5/2022,17:29:00,18,163,201,0,2014,Boeing,B738,0
2/5/2022,8,AA,2813,N337PJ,JFK,AUS,2/5/2022,8:23:00,2/5/2022,8:25:00,27,-2,215,0,2017,Boeing,B738,0
2/5/2022,14,YX,4503,N134HQ,JFK,RDU,2/5/2022,14:26:00,2/5/2022,14:30:00,31,-4,75,0,2008,Embraer,E75L,0
2/5/2022,16,YX,4540,N136HQ,JFK,RDU,2/5/2022,16:46:00,2/5/2022,16:45:00,30,1,76,0,2008,Embraer,E75L,0
2/5/2022,12,YX,4628,N120HQ,JFK,RDU,2/5/2022,12:52:00,2/5/2022,13:00:00,23,-8,79,0,2007,Embraer,E75L,0
2/5/2022,7,YX,4926,N122HQ,JFK,RDU,2/5/2022,7:34:00,2/5/2022,7:40:00,18,-6,92,0,2007,Embraer,E75L,0
2/5/2022,18,B6,1185,N339JB,JFK,RDU,2/5/2022,18:10:00,2/5/2022,17:29:00,25,41,72,0,2011,Embraer,E190,0
2/5/2022,17,B6,285,N355JB,JFK,RDU,2/5/2022,17:00:00,2/5/2022,12:20:00,31,280,71,0,2013,Embraer,E190,0
2/5/2022,14,B6,295,N641JB,JFK,AUS,2/5/2022,14:06:00,2/5/2022,13:44:00,27,22,201,0,2006,Airbus,A320,0
2/5/2022,21,B6,385,N184JB,JFK,RDU,2/5/2022,21:51:00,2/5/2022,20:40:00,25,71,73,0,2005,Embraer,E190,0
2/5/2022,0,B6,585,N552JB,JFK,RDU,2/5/2022,0:00:00,2/5/2022,6:00:00,0,0,0,2,2002,Airbus,A320,2
2/5/2022,12,B6,795,N636JB,JFK,AUS,2/5/2022,12:20:00,2/5/2022,6:59:00,14,321,208,0,2006,Airbus,A320,0
2/5/2022,21,B6,97,N949JT,JFK,DEN,2/5/2022,21:40:00,2/5/2022,20:00:00,13,100,236,0,2015,Airbus,A321,0
2/5/2022,19,DL,1077,N848DN,JFK,DEN,2/5/2022,19:57:00,2/5/2022,19:59:00,12,-2,232,0,2015,Boeing,B739,0
2/5/2022,8,DL,1170,N721TW,JFK,DEN,2/5/2022,8:41:00,2/5/2022,7:59:00,40,42,240,0,1999,Boeing,B752,0
2/5/2022,16,9E,4829,N301PQ,JFK,RDU,2/5/2022,16:54:00,2/5/2022,16:55:00,39,-1,75,0,2013,Bombardier,CRJ9,0
2/5/2022,8,9E,4873,N901XJ,JFK,RDU,2/5/2022,8:12:00,2/5/2022,8:15:00,63,-3,78,0,2007,Bombardier,CRJ9,0
2/5/2022,10,9E,5113,N293PQ,JFK,RDU,2/5/2022,10:56:00,2/5/2022,11:00:00,23,-4,78,0,2013,Bombardier,CRJ9,0
2/5/2022,19,9E,5247,N292PQ,JFK,RDU,2/5/2022,19:26:00,2/5/2022,19:30:00,19,-4,75,0,2013,Bombardier,CRJ9,0
2/5/2022,13,9E,5447,N305PQ,JFK,RDU,2/5/2022,13:39:00,2/5/2022,13:35:00,12,4,75,0,2014,Bombardier,CRJ9,0
2/5/2022,19,DL,655,N318NB,JFK,AUS,2/5/2022,19:01:00,2/5/2022,18:39:00,14,22,203,0,2000,Airbus,A319,0
2/5/2022,8,DL,659,N318NB,JFK,AUS,2/5/2022,8:51:00,2/5/2022,8:30:00,60,21,200,0,2000,Airbus,A319,0
2/6/2022,18,AA,2772,N867NN,JFK,AUS,2/6/2022,18:19:00,2/6/2022,17:29:00,26,50,222,0,2011,Boeing,B738,0
2/6/2022,0,AA,2813,N346PR,JFK,AUS,2/6/2022,0:00:00,2/6/2022,8:25:00,0,0,0,1,2017,Boeing,B738,0
2/6/2022,14,YX,4503,N453YX,JFK,RDU,2/6/2022,14:23:00,2/6/2022,14:30:00,16,-7,78,0,2021,Embraer,E75L,0
2/6/2022,21,YX,4533,N127HQ,JFK,RDU,2/6/2022,21:36:00,2/6/2022,21:40:00,23,-4,77,0,2008,Embraer,E75L,0
2/6/2022,16,YX,4540,N135HQ,JFK,RDU,2/6/2022,16:53:00,2/6/2022,16:45:00,22,8,80,0,2008,Embraer,E75L,0
2/6/2022,12,YX,4628,N409YX,JFK,RDU,2/6/2022,12:50:00,2/6/2022,13:00:00,18,-10,72,0,2013,Embraer,E75L,0
2/6/2022,7,YX,4926,N136HQ,JFK,RDU,2/6/2022,7:34:00,2/6/2022,7:40:00,26,-6,72,0,2008,Embraer,E75L,0
2/6/2022,20,B6,1185,N375JB,JFK,RDU,2/6/2022,20:12:00,2/6/2022,17:29:00,27,163,75,0,2013,Embraer,E190,0
2/6/2022,21,B6,1295,N535JB,JFK,AUS,2/6/2022,21:19:00,2/6/2022,20:40:00,22,39,226,0,2002,Airbus,A320,0
2/6/2022,13,B6,285,N267JB,JFK,RDU,2/6/2022,13:51:00,2/6/2022,12:20:00,17,91,75,0,2007,Embraer,E190,0
2/6/2022,14,B6,295,N2002J,JFK,AUS,2/6/2022,14:47:00,2/6/2022,13:44:00,25,63,219,0,2019,Airbus,A21N,0
2/6/2022,22,B6,385,N178JB,JFK,RDU,2/6/2022,22:39:00,2/6/2022,20:40:00,17,119,76,0,2005,Embraer,E190,0
2/6/2022,7,B6,585,N627JB,JFK,RDU,2/6/2022,7:45:00,2/6/2022,5:59:00,18,106,75,0,2005,Airbus,A320,0
2/6/2022,19,B6,97,N998JE,JFK,DEN,2/6/2022,19:59:00,2/6/2022,20:00:00,21,-1,230,0,2018,Airbus,A321,0
2/6/2022,20,DL,1077,N862DN,JFK,DEN,2/6/2022,20:07:00,2/6/2022,19:59:00,21,8,226,0,2016,Boeing,B739,0
2/6/2022,7,DL,1170,N702TW,JFK,DEN,2/6/2022,7:53:00,2/6/2022,7:59:00,13,-6,223,0,1996,Boeing,B752,0
2/6/2022,13,DL,1175,N318NB,JFK,AUS,2/6/2022,13:05:00,2/6/2022,13:05:00,13,0,216,0,2000,Airbus,A319,0
2/6/2022,16,9E,4829,N901XJ,JFK,RDU,2/6/2022,16:52:00,2/6/2022,16:55:00,28,-3,76,0,2007,Bombardier,CRJ9,0
2/6/2022,8,9E,4873,N314PQ,JFK,RDU,2/6/2022,8:15:00,2/6/2022,8:15:00,33,0,73,0,2014,Bombardier,CRJ9,0
2/6/2022,11,9E,5113,N901XJ,JFK,RDU,2/6/2022,11:37:00,2/6/2022,11:42:00,17,-5,75,0,2007,Bombardier,CRJ9,0
2/6/2022,19,9E,5247,N146PQ,JFK,RDU,2/6/2022,19:20:00,2/6/2022,19:20:00,17,0,75,0,2007,Bombardier,CRJ9,0
2/6/2022,13,YX,5619,N230JQ,JFK,RDU,2/6/2022,13:28:00,2/6/2022,13:35:00,19,-7,80,0,2008,Embraer,E75L,0
2/6/2022,18,DL,655,N327NB,JFK,AUS,2/6/2022,18:48:00,2/6/2022,18:39:00,19,9,227,0,2001,Airbus,A319,0
2/6/2022,8,DL,659,N327NB,JFK,AUS,2/6/2022,8:31:00,2/6/2022,8:30:00,21,1,213,0,2001,Airbus,A319,0
2/7/2022,17,AA,2772,N851NN,JFK,AUS,2/7/2022,17:58:00,2/7/2022,17:29:00,16,29,220,0,2010,Boeing,B738,1
2/7/2022,8,AA,2813,N306NY,JFK,AUS,2/7/2022,8:14:00,2/7/2022,8:25:00,28,-11,227,0,2016,Boeing,B738,1
2/7/2022,14,YX,4503,N126HQ,JFK,RDU,2/7/2022,14:21:00,2/7/2022,14:30:00,25,-9,96,0,2008,Embraer,E75L,1
2/7/2022,21,YX,4533,N114HQ,JFK,RDU,2/7/2022,21:40:00,2/7/2022,21:40:00,22,0,93,0,2007,Embraer,E75L,1
2/7/2022,17,YX,4540,N120HQ,JFK,RDU,2/7/2022,17:05:00,2/7/2022,16:45:00,20,20,88,0,2007,Embraer,E75L,1
2/7/2022,12,YX,4628,N127HQ,JFK,RDU,2/7/2022,12:48:00,2/7/2022,13:00:00,23,-12,89,0,2008,Embraer,E75L,1
2/7/2022,7,YX,4926,N449YX,JFK,RDU,2/7/2022,7:30:00,2/7/2022,7:40:00,24,-10,83,0,2021,Embraer,E75L,0
2/7/2022,17,B6,1185,N337JB,JFK,RDU,2/7/2022,17:29:00,2/7/2022,17:29:00,17,0,82,0,2011,Embraer,E190,1
2/7/2022,12,B6,285,N337JB,JFK,RDU,2/7/2022,12:26:00,2/7/2022,12:20:00,15,6,87,0,2011,Embraer,E190,1
2/7/2022,15,B6,295,N624JB,JFK,AUS,2/7/2022,15:16:00,2/7/2022,13:44:00,25,92,223,0,2005,Airbus,A320,1
2/7/2022,21,B6,385,N354JB,JFK,RDU,2/7/2022,21:49:00,2/7/2022,20:40:00,19,69,84,0,2013,Embraer,E190,1
2/7/2022,5,B6,585,N625JB,JFK,RDU,2/7/2022,5:48:00,2/7/2022,6:00:00,16,-12,81,0,2005,Airbus,A320,0
2/7/2022,0,B6,795,N505JB,JFK,AUS,2/7/2022,0:00:00,2/7/2022,6:59:00,0,0,0,1,2000,Airbus,A320,0
2/7/2022,20,B6,97,N972JT,JFK,DEN,2/7/2022,20:03:00,2/7/2022,20:00:00,30,3,226,0,2016,Airbus,A321,1
2/7/2022,19,DL,1077,N892DN,JFK,DEN,2/7/2022,19:55:00,2/7/2022,19:59:00,36,-4,222,0,2018,Boeing,B739,1
2/7/2022,8,DL,1170,N717TW,JFK,DEN,2/7/2022,8:01:00,2/7/2022,8:05:00,27,-4,221,0,1999,Boeing,B752,1
2/7/2022,14,DL,1175,N368NB,JFK,AUS,2/7/2022,14:25:00,2/7/2022,13:05:00,19,80,222,0,2003,Airbus,A319,1
2/7/2022,16,9E,4829,N186PQ,JFK,RDU,2/7/2022,16:45:00,2/7/2022,16:55:00,16,-10,89,0,2008,Bombardier,CRJ9,1
2/7/2022,8,9E,4873,N200PQ,JFK,RDU,2/7/2022,8:10:00,2/7/2022,8:15:00,20,-5,82,0,2008,Bombardier,CRJ9,1
2/7/2022,11,9E,5113,N186PQ,JFK,RDU,2/7/2022,11:29:00,2/7/2022,11:42:00,17,-13,79,0,2008,Bombardier,CRJ9,0
2/7/2022,19,9E,5247,N924XJ,JFK,RDU,2/7/2022,19:15:00,2/7/2022,19:20:00,26,-5,85,0,2008,Bombardier,CRJ9,1
2/7/2022,14,YX,5619,N218JQ,JFK,RDU,2/7/2022,14:03:00,2/7/2022,13:35:00,20,28,92,0,2007,Embraer,E75L,1
2/7/2022,21,DL,655,N318NB,JFK,AUS,2/7/2022,21:13:00,2/7/2022,18:39:00,11,154,214,0,2000,Airbus,A319,1
2/7/2022,10,DL,659,N318NB,JFK,AUS,2/7/2022,10:05:00,2/7/2022,8:30:00,15,95,224,0,2000,Airbus,A319,0
2/8/2022,17,AA,2772,N985NN,JFK,AUS,2/8/2022,17:24:00,2/8/2022,17:29:00,19,-5,222,0,2016,Boeing,B738,0
2/8/2022,8,AA,2813,N950NN,JFK,AUS,2/8/2022,8:10:00,2/8/2022,8:25:00,14,-15,215,0,2014,Boeing,B738,0
2/8/2022,14,YX,4503,N131HQ,JFK,RDU,2/8/2022,14:13:00,2/8/2022,14:30:00,25,-17,84,0,2008,Embraer,E75L,0
2/8/2022,16,YX,4540,N427YX,JFK,RDU,2/8/2022,16:34:00,2/8/2022,16:45:00,24,-11,81,0,2014,Embraer,E75L,0
2/8/2022,12,YX,4628,N120HQ,JFK,RDU,2/8/2022,12:47:00,2/8/2022,13:00:00,19,-13,92,0,2007,Embraer,E75L,0
2/8/2022,8,YX,4926,N871RW,JFK,RDU,2/8/2022,8:10:00,2/8/2022,7:40:00,34,30,89,0,2006,Embraer,E170,0
2/8/2022,17,B6,1185,N304JB,JFK,RDU,2/8/2022,17:33:00,2/8/2022,17:29:00,20,4,76,0,2009,Embraer,E190,0
2/8/2022,12,B6,285,N228JB,JFK,RDU,2/8/2022,12:09:00,2/8/2022,12:20:00,66,-11,86,0,2006,Embraer,E190,0
2/8/2022,13,B6,295,N706JB,JFK,AUS,2/8/2022,13:31:00,2/8/2022,13:44:00,22,-13,216,0,2008,Airbus,A320,0
2/8/2022,20,B6,385,N353JB,JFK,RDU,2/8/2022,20:35:00,2/8/2022,20:40:00,21,-5,75,0,2012,Embraer,E190,0
2/8/2022,5,B6,585,N638JB,JFK,RDU,2/8/2022,5:48:00,2/8/2022,6:00:00,46,-12,85,0,2006,Airbus,A320,1
2/8/2022,20,B6,97,N907JB,JFK,DEN,2/8/2022,20:06:00,2/8/2022,20:00:00,37,6,224,0,2013,Airbus,A321,0
2/8/2022,19,DL,1077,N803DN,JFK,DEN,2/8/2022,19:56:00,2/8/2022,19:59:00,28,-3,226,0,2013,Boeing,B739,0
2/8/2022,7,DL,1170,N721TW,JFK,DEN,2/8/2022,7:55:00,2/8/2022,7:59:00,24,-4,232,0,1999,Boeing,B752,1
2/8/2022,12,DL,1175,N321NB,JFK,AUS,2/8/2022,12:59:00,2/8/2022,13:05:00,23,-6,215,0,2001,Airbus,A319,0
2/8/2022,16,9E,4829,N187GJ,JFK,RDU,2/8/2022,16:47:00,2/8/2022,16:55:00,13,-8,83,0,2008,Bombardier,CRJ9,0
2/8/2022,8,9E,4873,N901XJ,JFK,RDU,2/8/2022,8:09:00,2/8/2022,8:15:00,24,-6,79,0,2007,Bombardier,CRJ9,0
2/8/2022,11,9E,5113,N187GJ,JFK,RDU,2/8/2022,11:27:00,2/8/2022,11:29:00,18,-2,85,0,2008,Bombardier,CRJ9,0
2/8/2022,19,9E,5247,N200PQ,JFK,RDU,2/8/2022,19:14:00,2/8/2022,19:20:00,23,-6,72,0,2008,Bombardier,CRJ9,0
2/8/2022,13,YX,5619,N236JQ,JFK,RDU,2/8/2022,13:26:00,2/8/2022,13:35:00,22,-9,84,0,2008,Embraer,E75L,0
2/8/2022,18,DL,655,N340NB,JFK,AUS,2/8/2022,18:29:00,2/8/2022,18:39:00,16,-10,223,0,2002,Airbus,A319,0
2/8/2022,8,DL,659,N320US,JFK,AUS,2/8/2022,8:26:00,2/8/2022,8:30:00,29,-4,210,0,1991,Airbus,A320,0
2/9/2022,17,AA,2772,N352PS,JFK,AUS,2/9/2022,17:32:00,2/9/2022,17:29:00,14,3,218,0,2017,Boeing,B738,0
2/9/2022,8,AA,2813,N306NY,JFK,AUS,2/9/2022,8:18:00,2/9/2022,8:25:00,30,-7,225,0,2016,Boeing,B738,0
2/9/2022,14,YX,4503,N101HQ,JFK,RDU,2/9/2022,14:22:00,2/9/2022,14:30:00,14,-8,83,0,2007,Embraer,E75L,0
2/9/2022,16,YX,4540,N449YX,JFK,RDU,2/9/2022,16:37:00,2/9/2022,16:45:00,26,-8,80,0,2021,Embraer,E75L,0
2/9/2022,12,YX,4628,N425YX,JFK,RDU,2/9/2022,12:52:00,2/9/2022,13:00:00,15,-8,73,0,2014,Embraer,E75L,0
2/9/2022,7,YX,4926,N446YX,JFK,RDU,2/9/2022,7:52:00,2/9/2022,7:59:00,48,-7,72,0,2015,Embraer,E75L,0
2/9/2022,17,B6,1185,N184JB,JFK,RDU,2/9/2022,17:37:00,2/9/2022,17:29:00,12,8,74,0,2005,Embraer,E190,0
2/9/2022,12,B6,285,N238JB,JFK,RDU,2/9/2022,12:12:00,2/9/2022,12:20:00,13,-8,74,0,2006,Embraer,E190,0
2/9/2022,14,B6,295,N586JB,JFK,AUS,2/9/2022,14:18:00,2/9/2022,13:44:00,11,34,219,0,2004,Airbus,A320,0
2/9/2022,20,B6,385,N247JB,JFK,RDU,2/9/2022,20:32:00,2/9/2022,20:40:00,29,-8,75,0,2006,Embraer,E190,0
2/9/2022,5,B6,585,N646JB,JFK,RDU,2/9/2022,5:49:00,2/9/2022,6:00:00,14,-11,74,0,2006,Airbus,A320,0
2/9/2022,19,B6,97,N999JQ,JFK,DEN,2/9/2022,19:54:00,2/9/2022,20:00:00,22,-6,220,0,2018,Airbus,A321,0
2/9/2022,20,DL,1077,N825DN,JFK,DEN,2/9/2022,20:28:00,2/9/2022,19:59:00,34,29,215,0,2014,Boeing,B739,0
2/9/2022,8,DL,1170,N722TW,JFK,DEN,2/9/2022,8:03:00,2/9/2022,8:05:00,32,-2,224,0,1999,Boeing,B752,0
2/9/2022,12,DL,1175,N340NB,JFK,AUS,2/9/2022,12:59:00,2/9/2022,13:05:00,11,-6,223,0,2002,Airbus,A319,0
2/9/2022,16,9E,4829,N300PQ,JFK,RDU,2/9/2022,16:45:00,2/9/2022,16:55:00,25,-10,80,0,2013,Bombardier,CRJ9,0
2/9/2022,8,9E,4873,N927XJ,JFK,RDU,2/9/2022,8:10:00,2/9/2022,8:15:00,27,-5,66,0,2008,Bombardier,CRJ9,0
2/9/2022,11,9E,5113,N300PQ,JFK,RDU,2/9/2022,11:42:00,2/9/2022,11:42:00,11,0,76,0,2013,Bombardier,CRJ9,0
2/9/2022,19,9E,5247,N297PQ,JFK,RDU,2/9/2022,19:09:00,2/9/2022,19:20:00,21,-11,81,0,2013,Bombardier,CRJ9,0
2/9/2022,13,YX,5619,N240JQ,JFK,RDU,2/9/2022,13:30:00,2/9/2022,13:35:00,16,-5,78,0,2008,Embraer,E75L,0
2/9/2022,18,DL,655,N359NB,JFK,AUS,2/9/2022,18:32:00,2/9/2022,18:39:00,9,-7,219,0,2003,Airbus,A319,0
2/9/2022,8,DL,659,N359NB,JFK,AUS,2/9/2022,8:27:00,2/9/2022,8:30:00,23,-3,217,0,2003,Airbus,A319,0
2/10/2022,17,AA,2772,N978NN,JFK,AUS,2/10/202,17:36:00,2/10/202,17:29:00,21,7,219,0,2015,Boeing,B738,0
2/10/2022,8,AA,2813,N945AN,JFK,AUS,2/10/202,8:15:00,2/10/202,8:25:00,13,-10,221,0,2000,Boeing,B738,0
2/10/2022,14,YX,4503,N443YX,JFK,RDU,2/10/202,14:19:00,2/10/202,14:30:00,15,-11,83,0,2015,Embraer,E75L,0
2/10/2022,21,YX,4533,N407YX,JFK,RDU,2/10/202,21:31:00,2/10/202,21:40:00,41,-9,85,0,2013,Embraer,E75L,0
2/10/2022,16,YX,4540,N128HQ,JFK,RDU,2/10/202,16:41:00,2/10/202,16:45:00,25,-4,83,0,2008,Embraer,E75L,0
2/10/2022,12,YX,4628,N408YX,JFK,RDU,2/10/202,12:50:00,2/10/202,13:00:00,22,-10,81,0,2013,Embraer,E75L,1
2/10/2022,7,YX,4926,N135HQ,JFK,RDU,2/10/202,7:51:00,2/10/202,7:59:00,22,-8,77,0,2008,Embraer,E75L,0
2/10/2022,17,B6,1185,N358JB,JFK,RDU,2/10/202,17:31:00,2/10/202,17:29:00,23,2,78,0,2013,Embraer,E190,0
2/10/2022,20,B6,1295,N579JB,JFK,AUS,2/10/202,20:34:00,2/10/202,20:40:00,49,-6,211,0,2003,Airbus,A320,0
2/10/2022,12,B6,285,N306JB,JFK,RDU,2/10/202,12:21:00,2/10/202,12:20:00,18,1,78,0,2009,Embraer,E190,1
2/10/2022,14,B6,295,N565JB,JFK,AUS,2/10/202,14:52:00,2/10/202,13:44:00,13,68,214,0,2003,Airbus,A320,0
2/10/2022,20,B6,385,N239JB,JFK,RDU,2/10/202,20:36:00,2/10/202,20:40:00,50,-4,77,0,2006,Embraer,E190,0
2/10/2022,5,B6,585,N703JB,JFK,RDU,2/10/202,5:56:00,2/10/202,6:00:00,16,-4,80,0,2008,Airbus,A320,0
2/10/2022,20,B6,97,N974JT,JFK,DEN,2/10/202,20:05:00,2/10/202,20:00:00,15,5,234,0,2016,Airbus,A321,0
2/10/2022,19,DL,1077,N841DN,JFK,DEN,2/10/202,19:58:00,2/10/202,19:59:00,29,-1,239,0,2015,Boeing,B739,0
2/10/2022,7,DL,1170,N705TW,JFK,DEN,2/10/202,7:58:00,2/10/202,8:05:00,34,-7,221,0,1997,Boeing,B752,0
2/10/2022,12,DL,1175,N333NB,JFK,AUS,2/10/202,12:57:00,2/10/202,13:05:00,21,-8,217,0,2001,Airbus,A319,1
2/10/2022,16,9E,4829,N313PQ,JFK,RDU,2/10/202,16:47:00,2/10/202,16:55:00,17,-8,74,0,2014,Bombardier,CRJ9,0
2/10/2022,8,9E,4873,N187GJ,JFK,RDU,2/10/202,8:08:00,2/10/202,8:15:00,9,-7,75,0,2008,Bombardier,CRJ9,0
2/10/2022,11,9E,5113,N313PQ,JFK,RDU,2/10/202,11:38:00,2/10/202,11:42:00,15,-4,80,0,2014,Bombardier,CRJ9,0
2/10/2022,19,9E,5247,N927XJ,JFK,RDU,2/10/202,19:16:00,2/10/202,19:20:00,17,-4,81,0,2008,Bombardier,CRJ9,0
2/10/2022,13,YX,5619,N234JQ,JFK,RDU,2/10/202,13:27:00,2/10/202,13:35:00,15,-8,79,0,2008,Embraer,E75L,1
2/10/2022,18,DL,655,N340NB,JFK,AUS,2/10/202,18:34:00,2/10/202,18:39:00,32,-5,202,0,2002,Airbus,A319,0
2/10/2022,8,DL,659,N340NB,JFK,AUS,2/10/202,8:28:00,2/10/202,8:30:00,17,-2,222,0,2002,Airbus,A319,0
2/11/2022,17,AA,2772,N996NN,JFK,AUS,2/11/202,17:26:00,2/11/202,17:29:00,18,-3,218,0,2016,Boeing,B738,0
2/11/2022,8,AA,2813,N986NN,JFK,AUS,2/11/202,8:21:00,2/11/202,8:25:00,52,-4,207,0,2016,Boeing,B738,0
2/11/2022,14,YX,4503,N403YX,JFK,RDU,2/11/202,14:21:00,2/11/202,14:30:00,13,-9,78,0,2013,Embraer,E75L,0
2/11/2022,16,YX,4540,N404YX,JFK,RDU,2/11/202,16:40:00,2/11/202,16:45:00,14,-5,78,0,2013,Embraer,E75L,0
2/11/2022,12,YX,4628,N128HQ,JFK,RDU,2/11/202,12:49:00,2/11/202,13:00:00,15,-11,76,0,2008,Embraer,E75L,0
2/11/2022,7,YX,4926,N112HQ,JFK,RDU,2/11/202,7:38:00,2/11/202,7:40:00,42,-2,74,0,2007,Embraer,E75L,0
2/11/2022,17,B6,1185,N283JB,JFK,RDU,2/11/202,17:22:00,2/11/202,17:29:00,19,-7,75,0,2007,Embraer,E190,0
2/11/2022,20,B6,1295,N625JB,JFK,AUS,2/11/202,20:36:00,2/11/202,20:40:00,39,-4,213,0,2005,Airbus,A320,0
2/11/2022,12,B6,285,N266JB,JFK,RDU,2/11/202,12:25:00,2/11/202,12:29:00,15,-4,75,0,2007,Embraer,E190,0
2/11/2022,13,B6,295,N562JB,JFK,AUS,2/11/202,13:43:00,2/11/202,13:44:00,18,-1,208,0,2003,Airbus,A320,0
2/11/2022,20,B6,385,N192JB,JFK,RDU,2/11/202,20:38:00,2/11/202,20:40:00,36,-2,72,0,2005,Embraer,E190,0
2/11/2022,6,B6,585,N561JB,JFK,RDU,2/11/202,6:03:00,2/11/202,6:00:00,17,3,76,0,2003,Airbus,A320,0
2/11/2022,19,B6,97,N999JQ,JFK,DEN,2/11/202,19:55:00,2/11/202,20:00:00,35,-5,230,0,2018,Airbus,A321,0
2/11/2022,19,DL,1077,N836DN,JFK,DEN,2/11/202,19:54:00,2/11/202,19:59:00,59,-5,236,0,2015,Boeing,B739,0
